,frequ,nkill,latitude,longitude,country
Republican People's Party,1.0,1.0,38.620999,27.428638,Turkey
Majerten clansmen,1.0,2.0,-0.357077,42.546636,Somalia
Terai Janatantrik Party (TJP),1.0,0.0,26.676209999999998,87.464251,Nepal
Al-Fateh Al-Jadid,1.0,0.0,27.038889,14.426389000000002,Libya
Anti-Marxist Commando,1.0,2.0,41.652943,-4.728381,Spain
"Return, Reclamation, Rehabilitation (3L)",1.0,0.0,6.714167,15.351389000000001,Central African Republic
Thomas Muenzer Wild Band,1.0,0.0,52.516667000000005,13.4,Germany
Al Bayda Province of the Islamic State,1.0,1.0,13.988914999999999,45.5771,Yemen
Madhesi Liberation Front,1.0,3.0,27.1602,85.35003499999999,Nepal
New Revolutionary Popular Struggle (NELA),1.0,0.0,37.942925,23.646845000000003,Greece
Communist Warrior's Union,1.0,0.0,41.014061,28.960465000000003,Turkey
Banner of Islam,1.0,0.0,33.3,44.4,Iraq
Anti-Imperialist Patriotic Union,1.0,1.0,18.207906,-71.09953,Dominican Republic
Former members Central Investigation Office,1.0,0.0,9.600875,41.850142,Ethiopia
The 78 Unemployed,1.0,0.0,35.080915000000005,8.660059,Tunisia
Turkish Marxist Workers Party,1.0,0.0,48.208174,16.373819,Austria
League of French Fighters Against Jewish Occupation,1.0,0.0,48.856614,2.3522220000000003,France
Fight Against Authority,1.0,0.0,37.97918,23.716647000000002,Greece
Fighting For Freedom Coalition (FFFC-Ottawa),1.0,0.0,45.42153,-75.697193,Canada
Yazidi extremists,1.0,0.0,52.075864,8.760305,Germany
Sons of the South,1.0,0.0,33.562839000000004,35.36887,Lebanon
Rodolfo Walsh National Command,1.0,0.0,-34.594722,-58.37583299999999,Argentina
Mahsud Tribe,1.0,0.0,32.563995,69.832404,Pakistan
First Capital Command (PCC),1.0,0.0,-23.550711,-46.633475,Brazil
Comuneros,1.0,0.0,3.420628,-76.52211899999999,Colombia
People's Fighter Group (Band of Popular Fighters),1.0,0.0,37.983445,23.728209,Greece
Movement for the Supremacy of Reason,1.0,0.0,48.856614,2.3522220000000003,France
"Taikosha, right wing group",1.0,0.0,35.685826,139.756684,Japan
Kisar Liberation Movement,1.0,0.0,10.886576,79.116748,India
Party for Democracy anti-nuclear-test protesters,1.0,0.0,-33.469115,-70.641997,Chile
Al-Yemenia al-Ulia Tribesmen,1.0,0.0,15.178473,44.482251,Yemen
Death to Drug Traffickers,1.0,2.0,6.270526,-75.57217299999999,Colombia
Revolutionary United Front Movement,1.0,0.0,14.454176,-87.64307600000001,Honduras
People's Democratic Struggle Movement,1.0,0.0,12.051801,24.880485,Sudan
Armed Anti-Imperialist Movement,1.0,0.0,41.89052,12.494249,Italy
Slum Dwellers,1.0,0.0,18.5391667,-72.335,Haiti
Supporters of Pascal Lissouba,1.0,44.0,-3.9944019999999996,13.923162,Republic of the Congo
Communist Brigades,1.0,0.0,45.694903000000004,9.669953,Italy
February 12 Movement,1.0,0.0,37.983715000000004,23.72931,Greece
Kamal Boulander Group,1.0,2.0,36.752887,3.042048,Algeria
Vanguards of the Caliphate,1.0,1.0,32.755613000000004,22.637743,Libya
Terrorists Guerrilla Group,1.0,0.0,37.975277,23.736976000000002,Greece
Friendly Company,1.0,0.0,37.97918,23.716647000000002,Greece
Kampuchean Peoples National Liberation Army,1.0,3.0,13.1,103.2,Cambodia
People's United Democratic Movement (PUDEMO),1.0,0.0,-26.503695,31.307351,Swaziland
Portuguese Liberation Army,1.0,0.0,48.856614,2.3522220000000003,France
Viviana Gallardo Command,1.0,0.0,12.136389,-86.251389,Nicaragua
Comando Vermelho (Red Command),1.0,0.0,-22.908278,-43.197026,Brazil
Peace Conquerors,1.0,0.0,50.850335,4.351685,Belgium
Chonson Univ. students,1.0,0.0,35.159545,126.852601,South Korea
First May Movement,1.0,2.0,14.677301000000002,121.044348,Philippines
Anti-Christian extremists,1.0,3.0,15.554965,48.1728,Yemen
Local Residents,1.0,6.0,29.495551000000003,60.862729,Iran
Tajamo Ansar al-Islam,1.0,6.0,33.5111,36.3064,Syria
Basque Refugee Support Group,1.0,0.0,42.817988,-1.644184,Spain
"unk, protest against USSR invasion of Afghanistan",1.0,1.0,41.018006,28.908078999999997,Turkey
Abu Jaafar al-Mansur Brigades,1.0,0.0,34.929167,43.493056,Iraq
Kim Pyongnil Supporters,1.0,3.0,39.031859000000004,125.75376499999999,North Korea
Mikhail Kaltezas Anarchist Organization,1.0,0.0,37.97918,23.716647000000002,Greece
Seattle Liberation Front,1.0,0.0,47.603559999999995,-122.329439,United States
Ansar Sarallah,1.0,0.0,35.696442,51.422973999999996,Iran
Liberation Commando Rudolf Hess,1.0,0.0,50.732673999999996,7.096299,West Germany (FRG)
Marxist Resistance Movement,1.0,0.0,-33.469115,-70.641997,Chile
H-World/Heavenly Group,1.0,3.0,14.596051000000001,120.97866599999999,Philippines
Shamil Group,1.0,0.0,42.430031,46.735355,Russia
Commander Gonzalo Southern Group,1.0,0.0,13.28444,-88.12639,El Salvador
Malitia-Pro Govt,1.0,2.0,-4.258005000000001,15.272369,Republic of the Congo
U/I Asian Gang,1.0,0.0,-35.308236,149.124224,Australia
Serbian Gangsters,1.0,0.0,47.498406,19.040758,Hungary
"Tribesmen, al-Itada",1.0,0.0,14.557731,44.402493,Yemen
Proletarian communist commandos,1.0,0.0,45.434336,12.338786,Italy
Antagonistic Nuclei of the New Urban Guerrilla,1.0,0.0,-33.461933,-70.64694,Chile
Isatabu Freedom Movement (IFM),1.0,0.0,-9.584336,160.155603,Solomon Islands
"Resistance, Liberation and Independence Organization (AAA)",1.0,0.0,37.97918,23.716647000000002,Greece
Personnel of the National Information Center,1.0,0.0,-36.901696,-73.02636600000001,Chile
Muslim United Army (MUA),1.0,0.0,24.893379,67.028061,Pakistan
Organization of Avenging Palestinian Youth,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Pathan Tribal Group,1.0,0.0,30.182125,67.000517,Pakistan
Lolita Lebron Puerto Rican Liberation Command,1.0,0.0,18.402807,-66.050137,United States
Anti-Soviet protest group,1.0,0.0,59.91386899999999,10.752245,Norway
Greek Popular Resistance,1.0,0.0,37.97918,23.716647000000002,Greece
We Who Built Sweden,1.0,0.0,57.696994,11.9865,Sweden
Rebels backing deposed Pres. Zviad Gamsakhurdia,1.0,0.0,41.709981,44.792998,Georgia
Greek Anti-Dictatorial Youth (EAN),1.0,0.0,37.97918,23.716647000000002,Greece
Liwa al-Haqq,1.0,40.0,34.731738,36.717628000000005,Syria
Manuel Ascencio Padilla Group,1.0,0.0,-19.047937,-65.259541,Bolivia
Nicaraguan Democratic Anti-Communist Movement,1.0,0.0,9.933333,-84.083333,Costa Rica
Red Scorpion,1.0,0.0,5.353985,6.768136999999999,Nigeria
Kurdish Islamic Unity Party,1.0,2.0,41.013517,28.950671999999997,Turkey
Libardo Moratoro Front,1.0,0.0,8.233419999999999,-73.35331,Colombia
Artigas-Giachino Command,1.0,0.0,-51.692214,-57.8589,Falkland Islands
Palestinian Liberation Command,1.0,0.0,39.470239,-0.376805,Spain
Unk (men in army uniforms with arms and gas masks),1.0,0.0,6.821806,-58.159218,Guyana
Diraa al-Shahbaa Rebel Brigade,1.0,1.0,36.215548999999996,37.159279,Syria
Revolutionary Flames,1.0,0.0,52.516667000000005,13.4,East Germany (GDR)
Free Network South (Freies Netz Sued),1.0,0.0,49.557421999999995,11.492953,Germany
Terai Rastriya Mukti Sena (TRMS),1.0,0.0,26.826944,86.082778,Nepal
National Revolutionary Front of Manipur (NRFM),1.0,0.0,24.800202,93.921341,India
Mormon Extremist,1.0,0.0,40.674759,-111.280869,United States
Fanmi Lavalas,1.0,0.0,18.238072,-72.53405,Haiti
Sword of Islam,1.0,1.0,43.316666999999995,45.683333000000005,Russia
Central University students,1.0,0.0,10.502961,-66.917253,Venezuela
France's Honour,1.0,0.0,48.856614,2.3522220000000003,France
Dark Harvest,1.0,0.0,51.320107,-2.208047,United Kingdom
People's Army's Pioneers,1.0,0.0,31.781721,35.221238,Israel
Broad Front,1.0,0.0,-34.891151,-56.187214000000004,Uruguay
Lebanese male,1.0,0.0,40.416691,-3.7003449999999996,Spain
Chinese Illegal Immigrant,1.0,0.0,24.4366667,118.31833329999999,Taiwan
Arab People's Group,1.0,3.0,31.285505999999998,48.643415999999995,Iran
Jonathan Jackson Brigade,1.0,4.0,37.97457,-122.532474,United States
Guatemalan hired assasins,1.0,1.0,14.897797,-88.93153000000001,Honduras
United People's Front,1.0,0.0,27.256882,85.971322,Nepal
Revolutionary Militant Left organization,1.0,0.0,37.97918,23.716647000000002,Greece
Armed Communist Front,1.0,0.0,44.49419,11.346518,Italy
Filipino Communists,1.0,5.0,14.596051000000001,120.97866599999999,Philippines
Militants of the National Action Party,1.0,0.0,25.869029,-97.502738,Mexico
Russian Unity,1.0,0.0,46.115898,33.688685,Ukraine
Arab Socialist Union Members,1.0,0.0,33.887837,35.48413,Lebanon
Militant Moslem Pilgrims,1.0,0.0,23.885680999999998,90.402691,Bangladesh
U/I Private army of wral politician,1.0,10.0,6.867291000000001,124.44355900000001,Philippines
Southern Nucleus of Communist Counterpower,1.0,0.0,40.637243,15.802221,Italy
Schiedam Youth Front,1.0,0.0,51.916959999999996,4.3988190000000005,Netherlands
Grozny Jamaat,1.0,17.0,43.316666999999995,45.683333000000005,Russia
National Committee for the Restoration of Democracy and State (CNRDR),1.0,1.0,12.650052,-7.999956,Mali
Uganda Democratic Christian Army (UDCA),1.0,2.0,3.2884849999999997,32.87895,Uganda
Baloch Mussalah Diffah Tanzim (BMDT),1.0,1.0,27.804509999999997,66.614133,Pakistan
Revolutionary Leninist Brigades,1.0,0.0,41.89052,12.494249,Italy
Fighters for the Liberation of the Turkish People,1.0,1.0,41.018612,28.921206,Turkey
Ummah Liberation Army,1.0,0.0,17.696579999999997,33.978790000000004,Sudan
Congress of Kabardian People,1.0,0.0,43.484122,43.627361,Russia
Rival peasant band,1.0,4.0,20.0833333,-98.3666667,Mexico
Independence Advocates,1.0,0.0,-22.2758,166.458,New Caledonia
Dnestr Rebels,1.0,2.0,46.824976,29.469860999999998,Moldova
Fighters of the People,1.0,0.0,32.65246,51.674620000000004,Iran
Basque Justice,1.0,0.0,43.362402,-1.700075,France
The United Southern Front,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Dioulas tribal group,1.0,4.0,12.537222,-16.251667,Senegal
Los Barriales,1.0,0.0,3.420628,-76.52211899999999,Colombia
Movement for Rebuilding Fatah,1.0,1.0,37.97918,23.716647000000002,Greece
Palestinian Activists,1.0,1.0,31.396666999999997,35.066111,West Bank and Gaza Strip
M12J,1.0,0.0,18.456792,-69.951164,Dominican Republic
Front of French National Liberation,1.0,0.0,48.856614,2.3522220000000003,France
Fuerzas Populares Jose Leonardo Chirinos,1.0,0.0,11.39431,-69.681034,Venezuela
Jarnail Khalsa,1.0,2.0,25.569805,83.79468100000001,India
Arab Struggle,1.0,3.0,33.888763,35.492016,Lebanon
Ansar Al-Mujahideen (Pakistan),1.0,22.0,33.905705,70.100966,Pakistan
Colombians,1.0,0.0,7.915723,-69.314762,Venezuela
Islamic Movement (Nigeria),1.0,7.0,11.067196000000001,7.6995119999999995,Nigeria
U/I Militia Group led by Raul Martinez,1.0,0.0,15.98881,-90.7817,Guatemala
Mullah Dadullah Front,1.0,0.0,34.528455,69.17170300000001,Afghanistan
Instigators of Social Explosion,1.0,0.0,38.054956,23.807655,Greece
Baby Liberation Army,1.0,0.0,49.25,-123.13333329999999,Canada
Sagrado Corazon Fanatic Group,1.0,4.0,6.060563,124.495675,Philippines
Hafiz Gul Bahadur Group,1.0,4.0,32.823611,70.0825,Pakistan
Loyalist Action Force,1.0,0.0,54.597269,-5.930109,United Kingdom
Plowshares,1.0,0.0,48.802294,9.802725,West Germany (FRG)
Kurdish Independence Group (name unk),1.0,0.0,48.208174,16.373819,Austria
Basque Country Autonomous Self-Defense Group,1.0,1.0,43.267549,-1.975814,Spain
Union of the Peoples of the Arabian Peninsula,1.0,5.0,21.422512,39.826209000000006,Saudi Arabia
Nationalist Integrationist Front (FNI),1.0,1.0,1.595768,29.417932,Democratic Republic of the Congo
Combatant Communist Front,1.0,0.0,45.409538,11.876553999999999,Italy
National Revolutionary Front,1.0,2.0,6.203333,101.72,Thailand
Macetos (Paramilitary Group),1.0,7.0,8.083056,-73.690833,Colombia
Independent Albanian Movement,1.0,0.0,50.850335,4.351685,Belgium
Tucayana Amerindians,1.0,0.0,5.6009720000000005,-54.416442,Suriname
Red Flag,1.0,1.0,51.500152,-0.126236,United Kingdom
Fatherland,1.0,0.0,59.44269,24.753197,Estonia
Zuwar al-Imam Rida,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Organization of Arab Fedayeen Cells,1.0,0.0,28.658188,77.22740300000001,India
Supporters Opposition Leader Etienne Tshisekedi,1.0,8.0,-10.617413,26.309510999999997,Zaire
Citizens for Constitutional Freedom,1.0,0.0,43.265840999999995,-118.84408300000001,United States
Mouhajiroune Brigade,1.0,2.0,35.703845,4.572282,Algeria
Polish Skinheads,1.0,1.0,50.06373,19.9458,Poland
Liga Agraria Campesina,1.0,0.0,-25.46,-56.02,Paraguay
Angels,1.0,30.0,14.596051000000001,120.97866599999999,Philippines
Flying Eagles (Vigilante Group),1.0,24.0,7.293839999999999,80.64066899999999,Sri Lanka
Individuals claimed to be policemen,1.0,0.0,-15.826088,-47.922321999999994,Brazil
Foibe tribe,1.0,12.0,6.513382,14.287472,Cameroon
Civil Cooperation Bureau,1.0,0.0,-25.746095999999998,28.186455,South Africa
Boricua Revolutionary Front,1.0,0.0,41.951571,-87.747253,United States
Sunni Supporters,1.0,77.0,33.38969,44.460568,Iraq
Red Line,1.0,0.0,37.97918,23.716647000000002,Greece
Attaches,1.0,0.0,18.5391667,-72.335,Haiti
Shangytown residents,1.0,0.0,28.632381,77.220004,India
Serb Radical Party,1.0,0.0,43.678773,19.028091,Bosnia-Herzegovina
Anya-Nya II Militia,1.0,0.0,15.604467999999999,32.529136,Sudan
leftist guerrillas-Bolivarian militia,1.0,0.0,6.270526,-75.57217299999999,Colombia
Ittehad-i-Islami,1.0,0.0,28.312161,65.663892,Pakistan
Moslem opponents of Gemayel,1.0,9.0,33.892039000000004,35.517862,Lebanon
Iconoclasts,1.0,0.0,43.440284999999996,13.607442,Italy
Pan-Turkish Organization,1.0,0.0,52.370216,4.895168,Netherlands
Pemuda Pancasila,1.0,0.0,-7.390747,109.3638,Indonesia
LW,1.0,0.0,43.604652,1.444209,France
Arnoldo Camu Command,1.0,0.0,-33.469115,-70.641997,Chile
Action Squad,1.0,0.0,38.880777,-77.108273,United States
Association for the Enhancement of the Justice of the Great Japan,1.0,0.0,35.443708,139.638026,Japan
Arab Liberation Army,1.0,1.0,51.500152,-0.126236,United Kingdom
Students for a Democratic Society (SDS) (German),1.0,0.0,48.777105999999996,9.180769,West Germany (FRG)
Armed Groups for Communism,1.0,0.0,40.416691,-3.7003449999999996,Spain
Organization for the oppresed in Egypt's Prisons,1.0,11.0,30.05,31.25,Egypt
Anti-Imperialist Fighters for a Free Palestine,1.0,0.0,52.505803,13.331741000000001,West Germany (FRG)
Anti-Capitalist Brigades,1.0,1.0,38.725299,-9.150036,Portugal
Anti-Sikh extremists,1.0,0.0,33.959534999999995,-118.34834199999999,United States
Jose Benito Escobar Workers Federation,1.0,0.0,12.136389,-86.251389,Nicaragua
Front for Armenian Liberation,1.0,0.0,48.856614,2.3522220000000003,France
Didier Ratsiraka's Militia,1.0,0.0,-15.716638,46.316596000000004,Madagascar
Rabid Brothers of Giuliani,1.0,0.0,40.639348999999996,22.944616,Greece
Marxist Peoples Fedayeen of Iran,1.0,0.0,35.696442,51.422973999999996,Iran
Vandalicia Teodoro Suarez,1.0,0.0,-34.594722,-58.37583299999999,Argentina
Vincente Mecha Revolutionary Christians,1.0,0.0,14.624422000000001,-90.53288,Guatemala
Somali Gang,1.0,3.0,2.03742,45.337971,Somalia
Mexican Revolutionary Movement,1.0,0.0,40.102408000000004,-88.227159,United States
Separatist Arab Guerrillas,1.0,1.0,30.421488,48.207451,Iran
Burma Communist Party,1.0,0.0,24.167451999999997,96.73325200000001,Myanmar
Lufa Tribesmen,1.0,2.0,-5.848889,142.950556,Papua New Guinea
Ombatse Cult,1.0,12.0,8.906292,8.408493,Nigeria
The Islamic Movement,1.0,0.0,35.696442,51.422973999999996,Iran
Shop owners,1.0,0.0,37.444917,127.13886799999999,South Korea
Iraqi Moslems,1.0,0.0,48.856614,2.3522220000000003,France
Budget for the Popular Prep or Death,1.0,0.0,19.432608,-99.133207,Mexico
Proletarian Nucleus,1.0,0.0,45.65363,13.778407000000001,Italy
Active Espirit de Corps of the Argentina Army,1.0,0.0,-34.6037,-58.381503,Argentina
Retired Soldier,1.0,0.0,46.389738,16.437965,Croatia
Supporters of Right and Freedom,1.0,0.0,48.856614,2.3522220000000003,France
Communist Fighters Group,1.0,0.0,44.407061999999996,8.933989,Italy
Political Military Organization of Paraguay,1.0,0.0,-27.471473,-58.839955,Argentina
Furious Rebellion,1.0,0.0,37.97918,23.716647000000002,Greece
Madhesh Mukti Sangram (MMS),1.0,0.0,26.766666999999998,85.266719,Nepal
Ansar al-Islam (Burkina Faso),1.0,17.0,14.409798,-1.550892,Burkina Faso
Armed Struggle Cells,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Juan Rayo Guerilla Group,1.0,0.0,15.50167,-88.02774000000001,Honduras
United Front for Nigeria's Liberation (UFNL),1.0,14.0,12.0,8.516667,Nigeria
Abu Musa Group,1.0,0.0,31.532569,35.099826,West Bank and Gaza Strip
Poverty Brigade,1.0,0.0,33.888763,35.492016,Lebanon
Al-Masni Tribe,1.0,0.0,15.178473,44.482251,Yemen
Shinwari Tribe,1.0,15.0,34.171831,70.621679,Afghanistan
Karbi Tribe,1.0,1.0,26.208185,93.050267,India
Borderless Solidarity Cell (BSC),1.0,0.0,51.453365000000005,-2.5880240000000003,United Kingdom
Fighting Workers for Communism,1.0,0.0,40.840097,14.251635999999998,Italy
Lashkari-e-Adam (Army of Adam),1.0,0.0,34.083658,74.797368,India
Black and Red Anarchist and Anti-Authoritarians Initiative (Greece),1.0,0.0,37.97918,23.716647000000002,Greece
Abu Hafs Katibatul al-Ghurba al-Mujahideen,1.0,6.0,34.004298999999996,71.54483,Pakistan
Agwelek Forces,1.0,56.0,9.529987,31.655478999999996,South Sudan
"Sympathizers of ""Iranian People's Zeda'i""",1.0,0.0,50.111445,8.680615,West Germany (FRG)
People's Guerrilla Front,1.0,8.0,-11.495531,-77.207192,Peru
Anarchist Struggle,1.0,0.0,37.97918,23.716647000000002,Greece
National Anti-Corruption Front (FNA),1.0,0.0,-17.783219,-63.182042,Bolivia
Lebanese Man,1.0,0.0,37.5407,-77.433654,United States
Ansar Allah,1.0,21.0,9.358577,-79.900015,Panama
Revolutionary Anarchist Armed Terrorist Movement,1.0,0.0,49.364692,6.046012,France
Armed Radical Groups for Communism,1.0,0.0,44.407061999999996,8.933989,Italy
Adivasi Cobra Militants of Assam (ACMA),1.0,0.0,26.398021999999997,90.26941500000001,India
Islamic Jihad Beit-al Maqdis Group,1.0,0.0,31.950001,35.933331,Jordan
Revolted Persons of the Polytech School,1.0,0.0,37.942842999999996,23.646916,Greece
Armed Proletarian Group,1.0,0.0,45.463681,9.188171,Italy
Support for Refugees (Appui aux Refugies),1.0,0.0,43.320812,-1.984447,Spain
Black Brigade (United States),1.0,0.0,38.952575,-77.036377,United States
Communist Trade Union Workers,1.0,1.0,22.986757,87.854975,India
Separatist Clandestine Organization,1.0,1.0,37.002515,35.322291,Turkey
Anarchist Action (CA / United States),1.0,0.0,40.639348999999996,22.944616,Greece
Revolutionary Student Movement (MER),1.0,0.0,13.692879999999999,-89.199161,El Salvador
Comando Bautista B,1.0,0.0,-33.469115,-70.641997,Chile
Ticuna Indian,1.0,0.0,-12.058285,-77.105378,Peru
Committee for a National Drive for Peace and Democracy,1.0,18.0,8.678269,16.857585999999998,Chad
Gun runners,1.0,5.0,-29.600315000000002,30.381590000000003,South Africa
Falangist Vanguard,1.0,0.0,40.416691,-3.7003449999999996,Spain
The Aref Boluki Dynamite group,1.0,0.0,27.186702,56.281668999999994,Iran
Elos security firm,1.0,0.0,42.696492,23.326010999999998,Bulgaria
Sanghiya Limbuwan Committee (SLC),1.0,0.0,26.676209999999998,87.464251,Nepal
Justice and Liberty Warriors,1.0,0.0,22.572646,88.363895,India
Pareci Indians,1.0,2.0,-12.681871000000001,-56.921098,Brazil
Sammilito Sangskritik Jote (Alliance of Cultural Forums),1.0,0.0,23.811388,90.41210600000001,Bangladesh
Fighting Women,1.0,0.0,45.409538,11.876553999999999,Italy
Three Stars Autonomous Commando,1.0,0.0,43.46096,-3.8079339999999995,Spain
Nepalbad Party,1.0,1.0,27.666666999999997,85.31666700000001,Nepal
Gunmen loyal to Mohammad Farah Aideed,1.0,0.0,2.03742,45.337971,Somalia
Jharkhand Mukti Morcha (JMM),1.0,1.0,22.610968,84.502431,India
South African guerrillas,1.0,1.0,-17.825166,31.033509999999996,Zimbabwe
Polish Revolutionary Home Army,1.0,0.0,46.947922,7.444608000000001,Switzerland
Khomeynites,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Rival Soccer Clubs,1.0,0.0,-34.6037,-58.381503,Argentina
Guadeloupe Separatists,1.0,0.0,48.856614,2.3522220000000003,France
Northern Homs Countryside Operations Room,1.0,19.0,34.922346999999995,36.660478999999995,Syria
Revolutionary Proletarian Army,1.0,1.0,10.756452000000001,123.089593,Philippines
American Anticommunist Association (AAA),1.0,0.0,4.6366190000000005,-74.122652,Colombia
Organization for Purging the Majlis (Parliament),1.0,0.0,34.792639,48.517697999999996,Iran
